Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS01_GET-POST-DELETE-Albums1,,,,2023-08-14 14:59:12,2023-08-14 14:59:19,6.729s,PASSED
,,,,,,,
Test Cases/REST_API_Albums/GET/TC01_GET-All-Albums,,,,2023-08-14 14:59:13,2023-08-14 14:59:17,4.202s,PASSED
"response = sendRequest(findTestObject(""REST_API/1_Albums/GET/GET-All-Albums""))",,,,2023-08-14 14:59:13,2023-08-14 14:59:16,2.796s,PASSED
"verifyElementPropertyValue(response, ""[0].userId"", 1)",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.077s,PASSED
"verifyElementPropertyValue(response, ""[0].id"", 1)",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.031s,PASSED
"verifyElementPropertyValue(response, ""[0].title"", ""quidem molestiae enim"")",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.015s,PASSED
"verifyElementPropertyValue(response, ""[1].userId"", 1)",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.032s,PASSED
"verifyElementPropertyValue(response, ""[1].id"", 2)",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.038s,PASSED
"verifyElementPropertyValue(response, ""[1].title"", ""sunt qui excepturi placeat culpa"")",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.029s,PASSED
"verifyElementPropertyValue(response, ""[2].userId"", 1)",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.027s,PASSED
"verifyElementPropertyValue(response, ""[2].id"", 3)",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.024s,PASSED
"verifyElementPropertyValue(response, ""[2].title"", ""omnis laborum odio"")",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.023s,PASSED
"verifyElementPropertyValue(response, ""[3].userId"", 1)",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.035s,PASSED
"verifyElementPropertyValue(response, ""[3].id"", 4)",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.016s,PASSED
"verifyElementPropertyValue(response, ""[3].title"", ""non esse culpa molestiae omnis sed optio"")",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.036s,PASSED
"verifyElementPropertyValue(response, ""[4].userId"", 1)",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.013s,PASSED
"verifyElementPropertyValue(response, ""[4].id"", 5)",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.041s,PASSED
"verifyElementPropertyValue(response, ""[4].title"", ""eaque aut omnis a"")",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.027s,PASSED
"verifyElementPropertyValue(response, ""[5].userId"", 1)",,,,2023-08-14 14:59:16,2023-08-14 14:59:16,0.030s,PASSED
"verifyElementPropertyValue(response, ""[5].id"", 6)",,,,2023-08-14 14:59:16,2023-08-14 14:59:17,0.031s,PASSED
"verifyElementPropertyValue(response, ""[5].title"", ""natus impedit quibusdam illo est"")",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.041s,PASSED
"verifyElementPropertyValue(response, ""[6].userId"", 1)",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.029s,PASSED
"verifyElementPropertyValue(response, ""[6].id"", 7)",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.036s,PASSED
"verifyElementPropertyValue(response, ""[6].title"", ""quibusdam autem aliquid et et quia"")",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.021s,PASSED
"verifyElementPropertyValue(response, ""[7].userId"", 1)",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.035s,PASSED
"verifyElementPropertyValue(response, ""[7].id"", 8)",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.033s,PASSED
"verifyElementPropertyValue(response, ""[7].title"", ""qui fuga est a eum"")",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.028s,PASSED
"verifyElementPropertyValue(response, ""[8].userId"", 1)",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.032s,PASSED
"verifyElementPropertyValue(response, ""[8].id"", 9)",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.031s,PASSED
"verifyElementPropertyValue(response, ""[8].title"", ""saepe unde necessitatibus rem"")",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.035s,PASSED
"verifyElementPropertyValue(response, ""[9].userId"", 1)",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.031s,PASSED
"verifyElementPropertyValue(response, ""[9].id"", 10)",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.019s,PASSED
"verifyElementPropertyValue(response, ""[9].title"", ""distinctio laborum qui"")",,,,2023-08-14 14:59:17,2023-08-14 14:59:17,0.032s,PASSED
,,,,,,,
